标题,行政区,地标,具体位置,地址,建筑面积/平方米,总价(万),每平方米价格(元),等级,百度地图经度,百度地图纬度,GCJ02经度,GCJ02纬度
全国五百强丨黄埔万达广场（星巴克 78万）月租18000,黄埔,南岗,商业街店铺?1层,南岗万达广场,30.0,78.0,2.6,"""购物""",113.5569894608964,23.10528450533643,113.56350891180793,23.111161506008853
天河区中山大道西餐饮旺铺有想法的与我联系,天河,天河公园,写字楼配套?3层,中山大道西-道路-广州市天河区,2753.0,5230.0,1.9,"""道路""",113.37302602173856,23.142314815228063,113.37949940613416,23.14836528226404
金沙洲独栋餐饮铺 肯德基KFC租户 双地铁 大型社区必经路段,白云,金沙洲,临街门面,中粮万科金域蓝湾横沙路商铺,422.0,3500.0,82600.0,"""地产小区""",113.2185470211382,23.16253600933332,113.22511890141893,23.168197866768787
越秀区街铺8米七字门面650万，收租稳定,越秀,北京路,临街门面?1层,越秀大南路商铺,73.0,650.0,8.9,"""道路""",113.2732970351728,23.126251022410608,113.27971266580778,23.132566203111265
京溪南方医院商圈 各付各税 年收租70万 商圈成熟 业主急售,白云,京溪,临街门面?1层,广信春兰花园商铺,190.0,1500.0,65500.0,"""地产小区""",113.33328506863436,23.190087232520804,113.33986997632606,23.1957720411892
中海花湾一号靓位出售 近省实小学 广州商铺租售欢迎联系,荔湾,西塱,临街门面?1层,中海花湾壹号商铺,58.0,380.0,6.55,"""地产小区""",113.24533107787596,23.074511316033005,113.25186688561964,23.08043296965504
精装修小区商铺，人流量大,白云,白云大道南,社区底商?1层,盈翠华庭,42.0,96.0,2.29,"""地产小区""",113.27898492599901,23.17566407918497,113.28542982509679,23.18200636763977
革新路复式阔门面旺铺出售,海珠,工业大道北,社区底商?1层,革新路-道路-广州市海珠区,207.0,750.0,3.62,"""区县""",113.32353998097368,23.08898129664783,113.33009576578388,23.094762140621076
酒店转让。一至七层。1900平。80间房,白云,江高镇,商业街店铺?1层,北胜街,1900.0,68.0,357.89,"""道路""",113.24084565880502,23.28073598423969,113.24737862300825,23.286579467419263
珠江新城一线临街商铺寻找有实力的你,天河,珠江新城西,社区底商?1层,名门大厦(商业),160.9,2330.0,14.48,"""NoClass""",113.32241862620595,23.12495608878541,113.32894170714099,23.130746420721875
珠江新城中轴一线旺铺，业主诚意出售,天河,珠江新城中,商业街店铺?1层,珠江新城-地铁站-广州市天河区,375.86,6750.0,17.96,"""区县""",113.36850942427998,23.13035783510465,113.37499524166586,23.13632732049535
珠江新城首层街铺 个人落名 带租约 可做餐饮,天河,珠江新城东,商业街店铺?1层,中海璟晖华庭商铺,111.08,1630.0,14.67,"""地产小区""",113.33952748345168,23.127455876792977,113.34607742148805,23.133111998959284
海珠区四季天地旁一线街铺出售 周边人群消费力高 稳定租约,海珠,中大,社区底商?1层,泓景花园商铺,47.49,735.0,15.48,"""地产小区""",113.33464914555082,23.103905350968359,113.34121177482889,23.109577793024014
珠江新城少有带6.3厘汇报租约旺铺出售单价笋门面13米超宽,天河,珠江新城中,商业街店铺?1层,花城大道商铺,160.9,2330.0,14.48,"""道路""",113.35184989945019,23.123214534762668,113.35838796649294,23.12893411368197
科学城香雪地铁口 奥园广场95方靓铺 带租约仅售385万,黄埔,香雪,商业街店铺?1层,萝岗奥园广场香雪大道商铺,95.0,385.0,4.05,"""购物""",113.50443472586636,23.17984900948945,113.51090392269592,23.18608600750346
黄埔合生中央城 大型社区临街旺铺出售 一手现铺,黄埔,萝岗,社区底商?1层,合生中央城-广州市黄埔区,60.0,350.0,5.83,"""地产小区""",113.5064560030937,23.159014990322495,113.51290226590463,23.165273206915154
革新路前景旺铺 正对学校 新楼盘出入口 规划路口,海珠,工业大道北,社区底商?1-2层,革新路-道路-广州市海珠区,207.0,780.0,3.77,"""区县""",113.32353998097368,23.08898129664783,113.33009576578388,23.094762140621076
海珠区海联路临街商铺 带稳定租约出售,海珠,晓港,临街门面?1层,东晓花苑商铺,47.32,350.0,7.4,"""地产小区""",113.29241306624938,23.104347785516226,113.29885346195886,23.11061746526659
江南西路临街单边七子位出售,海珠,江南西,商业街店铺?1层,江南西路商铺,549.0,3200.0,5.83,"""道路""",113.27712660139113,23.10100655381085,113.2835570484255,23.10734233568354
东山广场首层星巴克 临街旺铺 业主急售买断过户 租金稳定收,越秀,北京路,写字楼配套?1层,东山广场(商业),36.0,39.6,1.1,"""购物""",113.30038903103928,23.142405430101897,113.30683994420129,23.148566162365449
南洲路万华北街旺铺出售 近医院近地铁,海珠,东晓南,社区底商?1层,万华花园商铺,93.63,660.0,7.05,"""地产小区""",113.30697953924161,23.07641426154223,113.31348713890314,23.08247156493827
（23.8万总价，包含所有费用）南沙万达KFC旺铺.业主急售,南沙,金洲,购物百货中心?1层,南沙万达广场(商业),35.0,23.8,6800.0,"""购物""",113.5388069489055,22.80086053063865,113.54526999926661,22.80704909903823
东山广场首层星巴克 临街旺铺 业主急售买断过户 租金稳定收,越秀,北京路,写字楼配套?1层,东山广场(商业),30.0,32.88,1.1,"""购物""",113.30038903103928,23.142405430101897,113.30683994420129,23.148566162365449
特价（5W首付）增城万达广场 临街旺铺肯德基 直接买断无抵押,增城,凤凰城,商业街店铺?1层,增城万达广场(商业),20.0,9.8,4900.0,"""区县""",113.81754566889598,23.266592400631393,113.82410223904444,23.272251176865617
全网独价（大捡漏）月收租20000 琶洲保利广场喜茶,海珠,广州塔,购物百货中心?1层,保利广场,30.0,138.0,4.6,"""购物""",113.39011897179032,23.104916034187139,113.39655373947278,23.111210667473818
环市中路 小北地铁口店面出售 6.8万买入 有产权可过户,越秀,小北,社区底商?1层,环市中路商铺,15.0,6.8,4533.33,"""道路""",113.28101985747009,23.146445697482358,113.2874377482746,23.152782447059378
(小商铺捡漏)广州南站 全家便利店出售 业主带租约交易过户,番禺,南站,其他?1层,广州南站(商业),12.0,13.8,1.15,"""NoClass""",113.2811775999176,23.137089166749928,113.28759005910776,23.143424634615735
业主急售！捡漏价15万可入手 产权清晰 现带租约出售,天河,龙口东,临街门面?1层,天河南一路商铺,18.0,15.5,8611.11,"""道路""",113.33015986376619,23.136141372324326,113.3367016697989,23.1418417239273
可以餐饮，可办工，人,白云,太和,社区底商?1层,太和总站(沙亭岗村),80.0,34.0,4250.0,"""NoClass""",113.3619103821753,23.295188650080254,113.36845309521941,23.30105174296192
（捡漏）鱼珠地铁站 10万出售一手精准现楼公寓 月收租3千,黄埔,鱼珠,写字楼配套?10层,黄埔大道东840号,38.41,10.0,2603.49,"""门址""",113.42395697254284,23.109107021547034,113.43042640593859,23.11521106759828
网红店！广州沙面岛（星巴克丨产权 总价199w）带租4万,荔湾,沙面,商业街店铺?1层,沙面大街商铺,50.0,199.0,3.98,"""道路""",113.24801737067212,23.113193092291199,113.25451207039406,23.119155338421377
临街商铺，宽6米，进深12米，高4.8米的一楼大平层空间。,白云,同德围,社区底商?1层,同景街6号,73.0,138.0,1.89,"""门址""",113.2439791280839,23.172373566409687,113.25051250716268,23.178270649996823
买断（业主急售）天河太古汇 星巴克收租32000,天河,粤垦,商业街店铺?1层,太古汇(商业),30.0,62.0,2.07,"""购物""",113.33896083233617,23.14018415687486,113.34551327447925,23.145841197766456
房管局过户！海珠江南西(七仔便利店) 22万买断月租1万2,海珠,江南西,商业街店铺?1层,江南西站地铁(商业),10.0,22.0,2.2,"""乡镇""",108.28443207353958,22.80621750502378,108.29098525202569,22.811996048530383
北京路喜茶铺位 卖断 总价20.8万 商家经营中 来电咨询,越秀,公园前,商业街店铺?1层,北京路步行街,35.0,20.8,5942.86,"""城市""",113.27143134445974,23.135336306695007,113.27784997152557,23.141638642942163
捡漏旺铺！北京路步行街（临街商铺，总价6.99万）,越秀,解放北,临街门面?1层,北京路步行街,25.0,6.99,2796.0,"""城市""",113.27143134445974,23.135336306695007,113.27784997152557,23.141638642942163
楼层高，可吊顶，有意私聊,白云,新市,临街门面?1层,棠新街,34.0,120.0,3.53,"""道路""",113.26315813037668,23.192603978578338,113.2696333088514,23.198823968864006
业主急售！番禺 缤纷汇（喜茶丨总价29.8w）月租1.8,番禺,祈福,临街门面?1层,祈福缤纷汇,30.0,29.8,9933.33,"""地产小区""",113.33867903389779,22.97512038834548,113.34525274770316,22.98078218935426
卖断出售！广州南站丨肯德基  总价58.8万 收租3万,番禺,南站,商业街店铺?1层,广州南站(商业),20.0,58.8,2.94,"""NoClass""",113.2811775999176,23.137089166749928,113.28759005910776,23.143424634615735
(捡漏性价比贼高)番禺奥园广场 星巴克店铺在经营 带租约出售,番禺,桥南,购物百货中心?1层,奥园广场(商业),30.0,15.8,5266.67,"""购物""",113.36428154939867,22.930078248099556,113.37081171095831,22.935979929621067
南湖独栋商业别墅 500方私家花园 带3个车位,白云,南湖,其他,南湖庄园,1100.0,2100.0,1.91,"""地产小区""",113.33232558851947,23.21773036048691,113.33889201606904,23.223417921331334
万达广场星巴克.月收2万（总价38.8万全包）万博CBD旺铺,番禺,万博,临街门面?1层,番禺万达广场(商业),25.0,38.8,1.55,"""购物""",113.35521396375339,23.012052024871225,113.3617427423291,23.017810315003396
总价89万卖断产权过户！临街商铺（增城东汇城）带租月1万6！,增城,荔城富鹏,商业街店铺?1层,增城东汇城,30.0,89.9,3.0,"""购物""",113.82524486575835,23.28981986298967,113.83182175315649,23.295493154568367
（开年特价 价格肯定好谈！）香雪地铁口 临街门面 带租1万2,黄埔,开发西区,商业街店铺?1层,萝岗奥园广场开创大道商铺,20.0,30.0,1.5,"""购物""",113.50443472586636,23.17984900948945,113.51090392269592,23.18608600750346
体育西路50米门面 年收租336万 七字位铺王 国际品牌租户,天河,体育西路,临街门面?1层,体育西路商铺,350.0,5200.0,14.86,"""道路""",113.20568472352839,23.486919609677448,113.21221697157691,23.492667000471657
琶洲独栋商铺  年收租600万 单价仅6.8万一方 核心商圈,海珠,琶洲,临街门面?1-2层,保利天悦商铺,1178.0,8000.0,6.79,"""地产小区""",113.38674322951548,23.108380902345965,113.39318161854723,23.114640657597144
捡漏王 性价比高！万菱汇临街铺（经营中）证件齐全 带租1万9,天河,龙口东,临街门面?1层,万菱汇商铺,31.0,38.0,1.23,"""NoClass""",113.33676510417887,23.138364624149206,113.34331577918144,23.14402585647446
一口价急售73.8万包过户（天环广场 星巴克）带租2.5万,天河,体育西路,临街门面?1层,天环广场,20.0,73.8,3.69,"""购物""",113.33120082019079,23.138038782174026,113.33774511072771,23.143730587868583
海珠.沙园（乐峰广场 喜茶店）15.8万即过户.业主带租急售,海珠,沙园,购物百货中心?1层,乐峰广场,20.0,15.8,7900.0,"""商圈""",113.26662307438864,23.094223443655879,113.27307593956454,23.100484436332704
(万达金街现铺)南岗万达开发商直售 内部价38万 随时可看!,黄埔,南岗,商业街店铺?1层,南岗万达广场,25.0,38.0,1.52,"""购物""",113.5569894608964,23.10528450533643,113.56350891180793,23.111161506008853
骏壹万邦广场 首层星巴克 即买即收 产权清晰 29万买断过户,花都,新区,购物百货中心?1层,骏壹万邦广场,25.0,29.8,1.19,"""购物""",113.23396185385379,23.4114786296754,113.24052521713604,23.417228018233698
萝岗万达广场星巴克临街门面 月租1W8 带五年租约 投姿必选,黄埔,萝岗,购物百货中心?1层,萝岗万达广场(商业),30.0,18.8,6266.67,"""NoClass""",113.27327125380468,23.178707421272646,113.2797222559149,23.185029696662406
（收租无忧）中山八临街旺铺 现经营一点点 月租1W4 带产权,荔湾,中山八路,临街门面?1层,中山八路新虹街商铺,18.0,12.8,7111.11,"""道路""",113.24245569177002,23.1312559030174,113.24896284318038,23.137121173155746
卖断产权！西城都荟临街商铺（ 证件齐全 总价35万）带租约,荔湾,荔湾路,商业街店铺?1层,西城都荟,20.0,35.8,1.79,"""购物""",113.24696913797286,23.116246012688323,113.25346536687518,23.122189316490073
商铺转让｜白云万达公寓 可以注册公司 一套30w,白云,江夏,写字楼配套?10层,白云万达店(万达广场广州白云店),100.0,30.0,230800.0,"""购物""",113.27339495047336,23.17992002101744,113.27984645530396,23.186243184811525
天河区 8千户大型社区 临街旺铺急售,天河,车陂,临街门面?1层,骏景花园商铺,129.0,1380.0,10.7,"""地产小区""",113.39143310292043,23.129022478546298,113.39785100896596,23.135325007885827
急售 天河区东方一路大型社区铺地铁旁银行租约高租金明火餐饮铺,天河,天河公园,社区底商?1层,东方一路-道路-广州市天河区,378.23,2400.0,6.35,"""区县""",113.36850942427998,23.13035783510465,113.37499524166586,23.13632732049535
（来电打折）越秀北京路（星巴克）38万买断产权过户！,越秀,西门口,购物百货中心?1层,北京路星座广场商铺,40.0,38.0,9500.0,"""道路""",113.42695517138485,23.430736526838318,113.43346358421258,23.436794590287485
（业主直售）东圃大马路（一点点）人流聚集地 带租约 买断产权,天河,长湴,社区底商?1层,东圃大马路商铺,20.0,235.0,11.75,"""道路""",113.30606317779119,23.33781002161884,113.31255108903767,23.343880056024419
特价（5W首付）增城万达广场 临街旺铺肯德基 直接买断无抵押,增城,凤凰城,商业街店铺?1层,增城万达广场(商业),20.0,9.8,4900.0,"""区县""",113.81754566889598,23.266592400631393,113.82410223904444,23.272251176865617
珠江新城裙楼526方售4800万  稳定收租300万一年 笋,天河,珠江新城西,社区底商?1层,华利路,526.0,4800.0,9.13,"""道路""",113.32517651395124,23.12351091630074,113.33170754135647,23.12926453586395
年租金报回5 珠江新城高端生活社区底商华利路临街旺铺出售,天河,珠江新城东,商业街店铺?1层,星辰大厦商铺,525.09,4500.0,8.57,"""商务大厦""",113.33813978110033,23.1371107678763,113.34469060966141,23.142768638721337
一线甲级写字楼商铺均价3万起  带餐饮功能和外摆位,天河,东圃,写字楼配套,珠光金融城壹号(商业),2409.0,8900.0,3.69,"""地产小区""",113.41994801471424,23.110410004158124,113.42640302494066,23.116578865202315
天河区繁华商圈临街带租约珍珠铺位出售,天河,岗顶,商业街店铺?1层,天河电脑城,60.35,600.0,9.94,"""购物""",113.2988095404616,23.271208524552738,113.305262232057,23.27739469135107
6厘报  市中心物业 售价3000万有餐饮广告位靓 城央笋盘,天河,体育西路,写字楼配套?1层,广东外经贸大厦(商业),1154.0,3000.0,2.6,"""商务大厦""",113.33549588832425,23.139829989250776,113.34204632881083,23.145495911694888
广钢新城 中海花湾壹号 少量出售临街餐饮铺,荔湾,西塱,商业街店铺?1层,中海花湾壹号商铺,58.07,350.0,6.03,"""地产小区""",113.24533107787596,23.074511316033005,113.25186688561964,23.08043296965504
天河南二路街铺一二楼790方售3900万 网红地段 广告位靓,天河,体育西路,临街门面?1-2层,天河南二路小区天河南二路商铺,790.0,3900.0,4.94,"""道路""",113.3377008690283,23.13738360641568,113.34425162875773,23.14304234886165
高档时尚酒窖会所地铁出口附近！,天河,东圃,临街门面?2层,汇诚商务大厦,300.0,88.0,2933.33,"""商务大厦""",113.41144851747329,23.125423130467984,113.41787219988733,23.131700163148506
直售商铺，整栋楼也有3房1厅,广州,白云,商业街店铺?1层,太和,160.0,47.0,2937.5,"""区县""",121.11045324939532,41.11510930713197,121.11694270842267,41.12109611325714
商铺直售.130多方,广州,白云,社区底商?1层,太和,130.0,48.0,3692.31,"""区县""",121.11045324939532,41.11510930713197,121.11694270842267,41.12109611325714
市桥工业路商铺直售可开快递分拣站、仓库、公司办公、车库,番禺,市桥北,商业街店铺?1层,江南商业城小区-东门,354.0,1.83,51.69,"""地产小区""",113.37468419669242,22.93907349496845,113.3811839682366,22.94515941589574
临街店铺，周边人员流量大工厂，出租屋多,花都,狮岭,商业街店铺?1层,咸水岭四巷,40.0,38.0,9500.0,"""道路""",113.17934119581259,23.469524546137948,113.1857945428931,23.47570241303997
商铺转让｜白云万达公寓 可以注册公司 一套30w,白云,江夏,写字楼配套?10层,白云万达店(万达广场广州白云店),100.0,30.0,3000.0,"""购物""",113.27339495047336,23.17992002101744,113.27984645530396,23.186243184811525
商业街，晚上下班人流也多，附近有菜市场,白云,同德围,商业街店铺?1层,粤溪南路,35.0,8.0,2285.71,"""道路""",113.24352377702104,23.167908979635159,113.25005478047288,23.173797586940859
笋！嘉禾望岗金铂天地（喜茶）奶茶店  现租2.1万。即买即收,白云,嘉禾望岗,临街门面?1层,嘉禾望岗站地铁(商业),35.0,51.0,16400.0,"""地产小区""",113.29534863882447,23.243158286868476,113.30178189240566,23.249390431262897
笋！嘉禾望岗金铂天地（喜茶）奶茶店  现租2万。即买即收,白云,嘉禾望岗,临街门面?1层,华英路,30.0,45.8,34000.0,"""道路""",113.29459675711286,23.242070458475117,113.30102849560503,23.248312135203617
市桥北城小学560方早教中心出租 户型方正采光好,番禺,市桥,社区底商?2层,市桥,300.0,2.0,66.67,"""乡镇""",113.37351047071347,22.953820411023786,113.38001709597973,22.959886465927057
直售，太和地铁14号线整栋楼 档口仓库,广州,白云,社区底商?1层,14路(赤沙总站(广东财经大学)-广卫路总站),130.0,38.0,2923.08,"""教育""",113.26512299401802,23.165607645658885,113.27157920754854,23.17185061937316
笋！嘉禾望岗金铂天地（喜茶）奶茶店  现租2万。即买即收,白云,嘉禾望岗,临街门面?1层,华英路,30.0,45.8,26000.0,"""道路""",113.29459675711286,23.242070458475117,113.30102849560503,23.248312135203617
番禺长隆核心位置  办公楼集群地,番禺,汉溪长隆,社区底商?1层,保利大都汇,190.0,3.5,184.21,"""商务大厦""",113.34139146738427,23.000946453042677,113.34794284751786,23.00660379185194
太和珊景旺铺出售！临街旺铺,白云,太和,临街门面?1层,珊景新村-B5栋,60.0,45.0,7500.0,"""地产小区""",113.36788366466193,23.29934348632738,113.37440801354139,23.30530929167488
地段好人流多，在路口位置，现经营音乐餐吧，有K房,番禺,南村镇,临街门面?2层,万博电商中心,345.0,29.9,866.67,"""商务大厦""",113.3545336769909,23.00228101674775,113.36106562735772,23.008031099470825
从化在营手作坊转让 带品牌 到手直接营业 有员工,从化,街口中心区,商业街店铺?1层,DOMI多米咖啡,216.0,10.0,462.96,"""餐饮""",113.60259921637001,23.54415176703957,113.60914457965305,23.550026852858488
太和谢家庄复式旺铺出售，,白云,太和,社区底商?1-2层,华龙超市(荫兰西路店),130.0,45.8,3523.08,"""购物""",113.36155555149898,23.309374049455543,113.36810505217962,23.315232558541216
空铺转让，主街道便利店转让，交通便利，人流大，客源稳定,海珠,南洲,商业街店铺?1层,后滘西大街187号,30.0,11.0,3666.67,"""门址""",113.32280408910015,23.071407396706979,113.32936663755183,23.077200148140123
南亭学校区临街旺铺，人流量大,番禺,大学城,临街门面?1层,灰太郞,70.0,10.0,1428.57,"""城市""",113.27143134445974,23.135336306695007,113.27784997152557,23.141638642942163
天河北商住社区餐饮铺,白云,广州大道北,社区底商?1层,保利锦绣公馆-广州市白云区,35.0,158.0,4.51,"""地产小区""",113.3567267102317,23.24697815043732,113.36325202293658,23.252756409820085
急售，诚意者，价格还可以协商,番禺,市桥,社区底商?1层,敏建·锦绣世家-南门,16.22,45.0,2.77,"""NoClass""",113.3536319579203,22.916416225805557,113.36018026828458,22.922158434155578
边上药港，出租房，未来有地铁，海鲜批发市场,荔湾,芳村,临街门面?1层,宜万家生活超市(沙洛村店),100.0,35.0,3500.0,"""购物""",113.26755740194925,23.06180259253157,113.27402020704831,23.068076424845989
旺铺低价转让（新年捡漏）。手快有手慢无,白云,京溪,临街门面?1层,广东省广州市白云区京溪大街83号,40.0,3.5,875.0,"""门址""",113.33657951426057,23.186491619950784,113.34316722514149,23.19216098963381
位于小区中心花园旁边，人流量大,黄埔,鱼珠,商业街店铺?1层,金碧世纪花园,70.0,18.0,2571.43,"""地产小区""",113.4358903324251,23.12051782286747,113.44239415614534,23.12641101025179
学校周边，实价无中介无税务支出！,增城,荔城增江,社区底商?1层,碧桂园东湖1号2期,42.0,60.0,1.43,"""地产小区""",113.8530853297755,23.29008881790485,113.85958396736354,23.296145776440448
临工地商铺，位置优越,黄埔,萝岗,档口摊位?1层,融创翔龙·广府壹号,80.0,6.0,750.0,"""地产小区""",113.40929928089305,23.170377007989175,113.41574797837365,23.176679765451874
位置好 人流以及客源比较多,白云,增槎路,商业街店铺?2层,新源粮油食品批发市场-西北1门,100.0,30.0,26000.0,"""NoClass""",113.23290571606606,23.17750917908709,113.23947551855115,23.183247314332033
体育中心商圈商铺诚意出售,天河,体育中心,临街门面?1层,南方证券大厦,12.0,28.0,2.33,"""商务大厦""",113.33561500363483,23.14482904039202,113.34216863589086,23.150495101114744
特价（5W首付）增城万达广场 临街旺铺肯德基 直接买断无抵押,增城,凤凰城,商业街店铺?1层,增城万达广场(商业),20.0,9.8,4900.0,"""区县""",113.81754566889598,23.266592400631393,113.82410223904444,23.272251176865617
全网独价（大捡漏）月收租20000 琶洲保利广场喜茶,海珠,广州塔,购物百货中心?1层,保利广场,30.0,138.0,4.6,"""购物""",113.39011897179032,23.104916034187139,113.39655373947278,23.111210667473818
临街店铺，周边人员流量大工厂，出租屋多,花都,狮岭,商业街店铺?1层,咸水岭四巷,40.0,38.0,9500.0,"""道路""",113.17934119581259,23.469524546137948,113.1857945428931,23.47570241303997
临街店铺，周边人员流量大工厂，出租屋多,花都,狮岭,商业街店铺?1层,咸水岭四巷,40.0,38.0,9500.0,"""道路""",113.17934119581259,23.469524546137948,113.1857945428931,23.47570241303997
广州海珠石溪、东晓南双地铁中高端温馨猫舍工作室转让！！！,海珠,东晓南,其他?14层,新城国际寓,80.0,15.0,1875.0,"""地产小区""",113.2924150425215,23.07761100698068,113.29887799102159,23.08388524665339
剧本杀店转让|五房一厅，厨卫都有,番禺,万博,写字楼配套?3层,广晟万博城,150.0,7.0,466.67,"""NoClass""",113.35648821011887,23.01027414768481,113.36301347599177,23.016049152336945
位置好 人流以及客源比较多,白云,增槎路,商业街店铺?2层,新源粮油食品批发市场-西北1门,100.0,30.0,3000.0,"""NoClass""",113.23290571606606,23.17750917908709,113.23947551855115,23.183247314332033
因人手不够。发廊转让,番禺,南村镇,商业街店铺?1层,名艺发廊,30.0,3.8,1266.67,"""休闲娱乐""",113.29998856644306,23.49960153282592,113.30643612022274,23.505768099810635
（无抵押）产权过户 售价20.8万 证件齐全 手续8000,天河,龙洞,商业街店铺?1层,龙洞步行街,15.0,20.8,1.39,"""道路""",113.37309500441525,23.200781806014115,113.37960032807261,23.206840070301579
稳收月租30万可分契证件齐全,白云,新市,商业街店铺?1层,新市新街,1460.0,6500.0,4.45,"""道路""",113.26565092816604,23.197305900866917,113.27211824783382,23.203557944267165
一手房源，房子位置好，有意者联系我,海珠,南洲,商业街店铺?1层,广州市海珠区三滘幼儿园,25.0,10.0,4000.0,"""教育""",113.31724348816468,23.07008757316288,113.32378871031196,23.075965699088184
干净整洁。 方形板正，南北通透。,天河,岑村,档口摊位?1层,岑村松岗小区,45.0,6.0,1333.33,"""地产小区""",113.39225828636163,23.166726587709137,113.3987011775779,23.17304057832498
天河茶叶市场商铺出售,天河,员村,商业街店铺,空置中,12.0,23.0,1.92,"""城市""",113.27143134445974,23.135336306695007,113.27784997152557,23.141638642942163
一手房东的房子，配套设施齐全，,花都,狮岭,临街门面?1层,老周柳州螺蛳粉,90.0,4.0,444.44,"""餐饮""",113.40100697355097,22.89610294082208,113.4074197682242,22.90243891309833
客村D口丽影广场街铺30万产权过户.带 租！,海珠,客村,商业街店铺?1层,丽影广场,12.0,15.0,1.25,"""地产小区""",113.32839657988123,23.101547641932166,113.33495189560746,23.107268174724596
隆辉创业首层靓位放卖,广州,番禺,社区底商?1层,隆辉创业公馆,42.0,22.0,5238.1,"""商务大厦""",113.33125624564075,22.98151255599081,113.33781653894229,22.987207261177333
区域内唯一室内运动馆,黄埔,萝岗,其他?1层,中泰天境花园,1600.0,80.0,500.0,"""地产小区""",113.5921270402298,23.280493982332655,113.59868377524177,23.286219730660297
问价不亏！岭南新世界商铺（三地铁线旁 客流量火爆）带租1万6,白云,广园路,临街门面?1层,岭南新世界商铺,18.0,25.9,125000.0,"""乡镇""",113.25418846003197,23.11596689857713,113.2606588332365,23.122037847348495
有四层可做写字楼商铺等使用停车方便,番禺,汉溪长隆,商业街店铺?1层,奥园城市天地-9区,94.0,256.0,2.72,"""NoClass""",113.34238508310854,22.996207966268519,113.34893882589866,23.001867602939563
龙津 龙津路与康王路交界 住宅底商 54平米,荔湾,龙津,社区底商,空置中,54.0,190.0,3.52,"""城市""",113.27143134445974,23.135336306695007,113.27784997152557,23.141638642942163
超大型小区，业主直卖，中介勿扰,海珠,工业大道北,社区底商?1层,光大花园,23.0,135.0,5.87,"""地产小区""",113.2629600540118,23.09338837081383,113.26942321651386,23.099603009789346
出售一楼社区底商一间，可商可柱,番禺,市桥,社区底商?1层,江南新村,20.11,38.6,1.92,"""地产小区""",113.27518401572644,23.101786315027228,113.28161507147442,23.108115020107694
受影响，急用资金，忍痛割爱！,番禺,市桥,商业街店铺?1层,广州市基盛环保科技有限公司,158.1,360.0,2.28,"""NoClass""",113.39560672014896,22.953840877161974,113.40205887936038,22.96017599113472
新春捡漏！白云区百信广场（总价178万丨带租1.6万）,白云,新市,商业街店铺?1层,百信广场(商业),20.0,178.0,29000.0,"""商圈""",113.26790854957298,23.200373159174715,113.27436921087302,23.206650542259287
增城荔城时代倾城住宅底商,增城,荔城增江,社区底商?1层,时代倾城-7栋,35.0,87.8,2.51,"""楼号""",113.8529286652946,23.28364686052532,113.8594217148101,23.289699792144437
地铁站 大量旺铺出售,花都,新区,社区底商?1层,雪域澜庭,52.0,180.0,3.46,"""地产小区""",113.23358303842037,23.435723010475,113.24015501329176,23.441469534337654
越秀唯一在售！淘金A口（宜安广场）临街门面带租月收租1万2,越秀,淘金,商业街店铺?1层,宜安广场,21.0,6.0,2857.14,"""购物""",113.29117367413767,23.140752501300154,113.29759922660574,23.14703246330558
海珠客村 双地铁交汇人流必经地 产权出售 月租15000,海珠,客村,临街门面?1层,客村,15.0,9.8,6533.33,"""村庄""",113.36030690684052,23.15631360718622,113.36683691114473,23.16214755337789
717方地铁沿线临街铺 银行 医疗门诊美容 烟酒茶庄,天河,沙河,临街门面?1-3层,广东省广州市天河区广州大道北912号,717.06,2380.0,3.32,"""门址""",113.33479300917819,23.20775366188098,113.34137178058978,23.21342861573597
新市!百信广场临街显眼位置(一点点)一口价8万买断产权无纠纷,白云,新市,购物百货中心?1层,百信广场(商业),18.0,8.8,12600.0,"""商圈""",113.26790854957298,23.200373159174715,113.27436921087302,23.206650542259287
新市!百信广场临街显眼位置(一点点)一口价8万买断产权无纠纷,白云,新市,购物百货中心?1层,百信广场(商业),18.0,8.8,110100.0,"""商圈""",113.26790854957298,23.200373159174715,113.27436921087302,23.206650542259287
真功夫总部对面，临街旺铺，可租可售,南沙,金洲,临街门面?1层,星河湾区壹号,53.0,220.0,4.15,"""地产小区""",113.55421486466867,22.80078873417496,113.56073064766396,22.806714324798166
芒果阳光100小区门面商铺出租或出售,广州,白云,商业街店铺?1层,阳光100芒果TOWN,34.0,65.0,1.91,"""地产小区""",113.2325300447019,23.184760010480305,113.23910401949088,23.19049469754827
（五年租约/投姿特稳）6万总价买断 喜茶 月收租12000,黄埔,南岗,购物百货中心?1层,万达广场(广州南岗店),20.0,6.0,3000.0,"""购物""",113.5569894608964,23.10528450533643,113.56350891180793,23.111161506008853
店铺位置优越近学校  公交车站上下班客流,天河,岑村,档口摊位?1层,食尚吧奶茶(科韵路店),30.0,9.8,3266.67,"""餐饮""",113.38830313703305,23.171589651987817,113.39475743106722,23.177870273419918
特价（5W首付）增城万达广场 临街旺铺肯德基 直接买断无抵押,增城,凤凰城,商业街店铺?1层,增城万达广场(商业),20.0,9.8,4900.0,"""区县""",113.81754566889598,23.266592400631393,113.82410223904444,23.272251176865617
全网独价（大捡漏）月收租20000 琶洲保利广场喜茶,海珠,广州塔,购物百货中心?1层,保利广场,30.0,138.0,4.6,"""购物""",113.39011897179032,23.104916034187139,113.39655373947278,23.111210667473818
